candidate_id,gold_class,gold_family_id,phrase_complete,proposition_consistent,stance,claim_supported,notes
cand:1139d0aa8596e5c0,message,offshore-drilling,,,,,
cand:a1ce0a00127804f0,message,trump-chaos,,,,,
cand:3c7c6ab85b446ff6,message,union-workers,,,,,
cand:d7dc706cc31bd2c6,procedural,pay-federal,,,,,
cand:877e3ff87130baa3,message,billionaires-tax,,,,,
cand:e1c14316be449eae,procedural,oath-of-office,,,,,
cand:3bdeba9c7edabeeb,message,pause-student-loans,,,,,
cand:6885c5e193e70a04,nomenclature,air-force-rotc,,,,,
cand:90553dd64e755763,message,annual-defense-bill,,,,,
cand:fcb309e6de9d346a,message,weakens-national-security,,,,,
cand:2732032286459edd,message,bicameral-legislation-2,,,,,
cand:4000400ac272b7c3,message,buy-greenland,,,,,
cand:33dc597f7685204e,message,coffey,,,,,
cand:edcc89dbc9a13f2f,message,celebration,,,,,
cand:b95db0f14bb47c43,message,alaska-natives,,,,,
cand:af293cac5b2cd004,message,trump-blockade,,,,,
cand:98b6233e64f92c6c,procedural,disaster-preparedness,,,,,
cand:643fee3173af6fb8,message,bicameral-legislation-2,,,,,
cand:7188685b0c0c3743,message,spectacle,,,,,
cand:1e0198085f46e199,message,foreign-companies,,,,,
cand:d7b9995f4db771e2,message,larsen-secures-cash,,,,,
cand:08e8f2ca72e68005,message,cole-mourns,,,,,
cand:b97f81778e4e988a,message,33-billion,,,,,
cand:8997fc9e0205610a,message,boost-smart-tech,,,,,
cand:669c36a3da6507d3,message,harmful-biden-heat-standards,,,,,
cand:b2d8c2ace3f40158,procedural,mccain-immigration,,,,,
cand:21a93be1e7a71f2b,message,womens-rights,,,,,
cand:0d88d9a43fa47c35,message,second-term,,,,,
cand:db2bf01cdb896ff0,message,liheap,,,,,
cand:f317f70842e2e489,message,polling-places,,,,,
cand:a21fea4843547680,message,second-term-2,,,,,
cand:569e0221da0a3dab,nomenclature,fong,,,,,
cand:9e51f8a55fac9d97,nomenclature,affordable-housing,,,,,
cand:70a62db4553553a7,message,coons,,,,,
cand:0c990b281575dcf1,message,last-line-poverty-defense,,,,,
cand:5060e52e9d3fbb6a,message,extreme-heat,,,,,
cand:b83d247ec13751fe,message,threat-to-kill,,,,,
cand:e805d0c80f614fc7,message,never-happens-again,,,,,
cand:1f173c2de698a25b,message,relief-auto-refund,,,,,
cand:8a8490c1cb04e798,message,stepping-down,,,,,
cand:455cc0b2ff69b856,message,preventing-mass-violence,,,,,
cand:5a59ae4042954656,message,premium-tax-credits,,,,,
cand:e2f31ec5de34ebb3,message,scotus-limited-birthrights,,,,,
cand:c4be522cc99fd679,message,disturbing-arrest,,,,,
cand:343a2e9b8a3a8fec,message,post-office,,,,,
cand:f699598058f21f94,message,irs-expansion,,,,,
cand:30d9ac9bbd64d5ab,message,annual-defense-bill2,,,,,
cand:a395d5b8d8737b5b,nomenclature,warner-applauds,,,,,
cand:ccf4b255074957b3,procedural,idea-funding,,,,,
cand:8c7f699e6cbd2d72,message,military-familities,,,,,
cand:6c89322072aaa5f9,message,33-billion-2,,,,,
cand:cc970ba865485dbf,nomenclature,war-powers-2,,,,,
cand:4407750479a58df0,message,grant-DC,,,,,
cand:30aa29db272053b3,message,deploying-federal-law-enforcement,,,,,
cand:b6d27013754f7ea7,nomenclature,daca1,,,,,
cand:d3b3912e9a7af42a,message,reduce-hunger,,,,,
cand:8ecaffbf9bcf0d6a,message,trump-illegal-war,,,,,
cand:834267ade8c92201,nomenclature,nabtu,,,,,
cand:fb8e663ee79679fd,message,pine-beetle,,,,,
cand:6ed31d0d6378a12a,nomenclature,daca1,,,,,
cand:6100b3a699a5e263,message,livestock,,,,,
cand:ba818f1aff952c48,message,HC-jobs,,,,,
cand:a5fb8efc95520187,message,energy-solutions,,,,,
cand:34c3da1107e8bbab,message,special-education,,,,,
cand:be3a9d3fc64f3794,nomenclature,HC-jobs,,,,,
cand:4580ad3a160015ee,message,affordable-healthcare,,,,,
cand:769622512bccace7,message,online-platforms-accountable,,,,,
cand:78bd82119c9c15d2,message,services-committee,,,,,
cand:07530ac5f449a200,message,guard-rails,,,,,
cand:0348033ed74f4d8e,message,pause-student-loans,,,,,
cand:1ede6c7629d5a486,message,birth1,,,,,
cand:a40b915d427f1183,procedural,largest-health-agency,,,,,
cand:2403fe6805c09de9,message,more-houses,,,,,
cand:7de53e514fef8f38,procedural,congress-lobby-prevention,,,,,
cand:59615a26abd879b0,message,hurting-american-science,,,,,
cand:ab70b1a1c965270a,nomenclature,ending-war-in-iran,,,,,
cand:fab948d47f078820,message,mulsim-brotherhood-terrorists,,,,,
cand:a79da851801a089c,message,medicare-senior-costs,,,,,
cand:01c826f5cf452074,message,livestock,,,,,
cand:5b1a3a6535e24275,message,new-raios,,,,,
cand:316971e97f0d6b87,message,accountability,,,,,
cand:5cfca447071533e5,message,immigrant-services,,,,,
cand:efdcce5b31ae16a4,message,americans-west-bank,,,,,
cand:88f11a2cf409f06f,message,hud,,,,,
cand:b35f7746c6f97003,nomenclature,iowa,,,,,
cand:554a1f5f2c4f43d4,nomenclature,transpo,,,,,
cand:87fc93297dba2363,nomenclature,pay-federal,,,,,
cand:94ac254a9c86d809,message,trillions,,,,,
cand:8ffcadb485e8f3c3,message,disaster-releaf,,,,,
cand:f165b264d67a77b7,message,shark-scams,,,,,
cand:5aa74a6adc271706,message,military-in-cities,,,,,
cand:1180c2c12a3cc898,nomenclature,espaillat,,,,,
cand:930b063a8e019026,message,disturbing-arrest,,,,,
cand:a00f4dcddcc92e9f,nomenclature,fair-act,,,,,
cand:2fa17dcae3f66bae,message,georgia-food-banks,,,,,
cand:311289a785cd0135,message,live-with-dignity,,,,,
cand:b0f79808571bcf5f,procedural,ndaa,,,,,
cand:b3e343f5a2da422d,message,evals-keywords,,,,,
cand:ecf17bd605c97467,message,middle-east,,,,,
cand:ac96838264dbf3e8,message,week-america,,,,,
cand:5762e282f4b88fa1,message,terrorists,,,,,
cand:ab746d3f82031f79,message,devestate-healthcare,,,,,
cand:8aa7bc9c876f5caf,message,rfk-resign,,,,,
